Player,Id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS36M,OFFR,OFFR36M,DEFR,DEFR36M,OFFDEFRATE,ASTPERD,BLKPF,RATE,RATETOT,FGA20P,MP10R,MP10A,MP20P
Romeo Langford,langfro01,SG,21,BOS,18,4,15.7,1.2,3.3,0.35600000000000004,0.3,1.0,0.278,0.9,2.3,0.39,0.39799999999999996,0.5,0.7,0.75,0.7,1.3,1.9,0.7,0.3,0.3,0.6,1.3,3.1,7.1,1.8,4.1,0.6,1.4,5.5,1.2,0.2,2.1,38.0,21.3,82.6,224.3,101.3
Zach LaVine,lavinza01,SG,25,CHI,58,58,35.1,9.8,19.4,0.507,3.4,8.2,0.419,6.4,11.1,0.5710000000000001,0.596,4.4,5.1,0.8490000000000001,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,28.1,19.8,20.3,3.3,3.4,23.7,1.4,0.2,22.4,1299.0,14.2,70.2,71.6,25.6
Jake Layman,laymaja01,SF,26,MIN,45,11,13.9,2.0,4.1,0.495,0.5,1.7,0.295,1.5,2.4,0.642,0.557,0.6,0.8,0.703,0.3,1.2,1.5,0.6,0.6,0.4,0.6,1.0,5.1,13.2,3.3,8.5,1.2,3.1,11.6,1.0,0.4,4.3,194.0,16.1,92.7,231.7,54.5
T.J. Leaf,leaftj01,PF,23,POR,7,0,5.0,0.7,1.4,0.5,0.0,0.0,,0.7,1.4,0.5,0.5,0.3,0.3,1.0,0.0,0.7,0.7,0.1,0.3,0.1,0.3,0.1,1.7,12.2,0.8,5.8,1.0,7.2,13.0,0.3,1.0,1.8,13.0,16.5,71.4,500.0,58.8
Jalen Lecque,lecquja01,PG,20,IND,4,0,3.0,0.3,2.3,0.111,0.0,0.3,0.0,0.3,2.0,0.125,0.111,0.8,0.8,1.0,0.5,0.8,1.3,0.5,0.0,0.0,0.0,0.0,1.3,15.6,0.3,3.6,0.8,9.6,13.2,inf,,1.1,4.0,35.4,23.1,60.0,46.2
Damion Lee,leeda03,SG,28,GSW,57,1,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5,12.4,5.1,9.7,2.0,3.8,13.5,2.6,0.1,7.0,399.0,14.8,59.1,145.4,58.2
Saben Lee,leesa01,PG,21,DET,48,7,16.3,2.1,4.4,0.47100000000000003,0.2,0.5,0.348,1.9,3.9,0.48700000000000004,0.49,1.3,1.9,0.685,0.4,1.6,2.0,3.6,0.7,0.3,1.1,1.6,5.6,12.4,6.2,13.7,1.0,2.2,15.9,3.3,0.2,6.6,317.0,15.7,81.5,45.3,58.2
Alex Len,lenal01,C,27,TOT,64,42,15.3,2.7,4.3,0.615,0.1,0.4,0.32,2.5,4.0,0.644,0.629,1.1,1.8,0.629,1.2,2.8,4.1,0.8,0.3,1.0,0.9,2.0,6.6,15.5,6.1,14.4,2.1,4.9,19.3,0.9,0.5,7.6,486.0,13.0,37.3,191.2,46.4
Alex Len,lenal01,C,27,TOR,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3,7.6,0.9,3.0,1.2,4.0,7.0,0.4,0.6,1.6,11.0,12.2,68.1,272.5,94.8
Alex Len,lenal01,C,27,WAS,57,40,15.8,2.9,4.7,0.619,0.1,0.3,0.263,2.8,4.4,0.647,0.629,1.2,1.9,0.636,1.4,3.0,4.4,0.8,0.3,1.0,0.8,2.1,7.1,16.2,6.7,15.3,2.2,5.0,20.3,1.0,0.5,8.2,467.0,13.2,35.9,197.5,44.5
Kawhi Leonard,leonaka01,SF,29,LAC,52,52,34.1,8.9,17.5,0.512,1.9,4.9,0.39799999999999996,7.0,12.6,0.557,0.568,5.0,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2.0,1.6,24.8,26.2,20.5,21.6,5.8,6.1,27.7,2.6,0.2,25.6,1331.0,14.1,52.5,65.6,27.5
Meyers Leonard,leoname01,C,28,MIA,3,2,9.7,1.0,2.3,0.429,1.0,2.3,0.429,0.0,0.0,,0.643,0.3,0.7,0.5,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3,12.2,2.0,7.4,0.6,2.2,9.6,1.0,0.0,2.2,7.0,13.9,42.2,138.6,58.8
Caris LeVert,leverca01,SG,26,TOT,47,39,31.6,7.6,17.3,0.441,1.8,5.5,0.326,5.9,11.8,0.495,0.493,3.1,3.8,0.8109999999999999,0.7,3.9,4.6,5.2,1.4,0.6,2.2,2.2,20.2,23.0,14.2,16.2,3.7,4.2,20.4,2.4,0.3,17.2,808.0,17.1,68.7,60.8,31.3
Caris LeVert,leverca01,SG,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5,24.0,13.7,17.7,3.4,4.4,22.1,2.7,0.3,16.5,198.0,18.1,64.7,46.3,30.1
Caris LeVert,leverca01,SG,26,IND,35,35,32.9,7.8,17.5,0.44299999999999995,1.8,5.6,0.318,6.0,12.0,0.501,0.493,3.4,4.2,0.8220000000000001,0.7,4.0,4.6,4.9,1.5,0.7,2.2,2.4,20.7,22.7,14.4,15.8,3.8,4.2,20.0,2.2,0.3,17.3,606.0,16.9,71.5,67.1,31.8
Kira Lewis Jr.,lewiski01,PG,19,NOP,54,0,16.7,2.4,6.2,0.386,0.7,2.2,0.33299999999999996,1.7,4.0,0.415,0.445,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,1.6,6.4,13.8,4.5,9.7,0.4,0.9,10.6,3.8,0.1,4.8,259.0,19.4,128.5,72.6,52.2
Damian Lillard,lillada01,PG,30,POR,67,67,35.8,9.0,19.9,0.451,4.1,10.5,0.391,4.9,9.4,0.519,0.5539999999999999,6.7,7.2,0.9279999999999999,0.5,3.7,4.2,7.5,0.9,0.3,3.0,1.5,28.8,29.0,22.9,23.0,3.4,3.4,26.4,2.5,0.2,25.8,1729.0,13.8,85.2,47.7,24.9
Nassir Little,littlna01,PF,20,POR,48,2,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1.0,1.8,0.575,0.551,0.8,0.9,0.8,0.7,2.0,2.7,0.5,0.1,0.3,0.4,1.1,4.6,12.5,3.5,9.5,1.3,3.5,13.0,1.2,0.3,4.7,226.0,15.2,49.3,266.0,57.8
Kevon Looney,looneke01,C,24,GSW,61,34,19.0,1.8,3.2,0.5479999999999999,0.1,0.3,0.235,1.7,3.0,0.578,0.5579999999999999,0.5,0.8,0.6459999999999999,1.9,3.4,5.3,2.0,0.3,0.4,0.6,2.2,4.1,7.8,6.0,11.4,1.9,3.6,15.0,3.3,0.2,7.6,464.0,15.6,35.8,95.0,92.7
Brook Lopez,lopezbr01,C,32,MIL,70,70,27.2,4.6,9.1,0.503,1.4,4.0,0.33799999999999997,3.2,5.1,0.632,0.5770000000000001,1.7,2.0,0.845,1.5,3.5,5.0,0.7,0.6,1.5,0.9,2.1,12.3,16.3,9.1,12.0,3.5,4.6,16.6,0.8,0.7,12.3,861.0,14.8,54.4,388.6,44.2
Robin Lopez,lopezro01,C,32,WAS,71,9,19.1,3.8,6.0,0.633,0.1,0.3,0.278,3.7,5.7,0.649,0.639,1.4,1.9,0.723,2.0,1.8,3.8,0.8,0.2,0.6,1.1,1.5,9.0,17.0,8.5,16.0,1.1,2.1,18.1,0.7,0.4,9.1,646.0,13.3,50.3,238.8,42.4
Didi Louzada,louzama01,SF,21,NOP,3,0,18.7,1.0,4.3,0.231,0.7,2.7,0.25,0.3,1.7,0.2,0.308,0.0,0.0,,0.3,0.7,1.0,1.0,0.7,0.0,1.0,1.7,2.7,5.2,-0.3,-0.6,-0.3,-0.6,-1.2,1.0,0.0,-0.6,-2.0,31.9,187.0,187.0,138.5
Kevin Love,loveke01,PF,32,CLE,25,25,24.9,4.1,10.1,0.409,2.3,6.2,0.365,1.8,3.8,0.479,0.522,1.7,2.0,0.8240000000000001,0.7,6.8,7.4,2.5,0.6,0.1,1.5,1.0,12.2,17.6,7.9,11.4,6.5,9.4,20.8,1.7,0.1,14.0,350.0,16.6,33.6,99.6,40.8
Kyle Lowry,lowryky01,PG,34,TOR,46,46,34.8,5.7,13.0,0.436,2.8,7.2,0.396,2.8,5.8,0.48700000000000004,0.546,3.0,3.5,0.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,3.1,17.2,17.8,15.3,15.8,2.8,2.9,18.7,2.7,0.1,17.6,810.0,15.1,64.4,47.7,40.5
Timothé Luwawu-Cabarrot,luwawti01,SF,25,BRK,58,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2.0,0.47,0.47100000000000003,0.6,0.7,0.8140000000000001,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,12.7,3.5,7.0,0.7,1.4,8.4,1.7,0.1,4.1,238.0,19.1,82.3,150.8,56.6
Trey Lyles,lylestr01,PF,25,SAS,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1.0,0.652,0.4,3.3,3.7,0.6,0.3,0.0,0.3,0.6,5.0,11.5,3.7,8.5,3.0,6.9,15.4,2.0,0.0,6.4,147.0,15.6,42.2,260.0,62.4
Will Magnay,magnawi01,C,22,NOP,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,-24.0,-1.0,-12.0,-36.0,0.0,0.0,-3.0,-3.0,inf,inf,inf,inf
Thon Maker,makerth01,C,23,CLE,8,0,9.5,1.3,2.3,0.556,0.0,0.3,0.0,1.3,2.0,0.625,0.556,1.3,1.4,0.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,14.4,3.9,14.8,1.2,4.5,19.3,1.2,0.6,5.0,40.0,12.1,41.3,190.0,50.0
Théo Maledon,maledth01,PG,19,OKC,65,49,27.4,3.5,9.4,0.368,1.6,4.8,0.335,1.9,4.6,0.402,0.45399999999999996,1.6,2.1,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,1.9,10.1,13.3,5.9,7.8,2.1,2.8,10.6,1.6,0.1,7.4,481.0,18.6,85.6,78.3,54.3
Karim Mané,maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,0.231,0.1,0.2,0.5,0.2,1.1,0.182,0.26899999999999996,0.4,0.5,0.8,0.1,1.3,1.4,0.4,0.0,0.2,0.3,1.0,1.1,4.5,0.3,1.2,0.5,2.0,3.2,1.3,0.2,0.7,7.0,23.6,62.9,220.0,160.0
Terance Mann,mannte01,SG,24,LAC,67,10,18.9,2.7,5.2,0.509,0.6,1.4,0.418,2.1,3.9,0.541,0.563,1.2,1.4,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,1.9,7.0,13.3,6.3,12.0,1.5,2.9,14.9,2.7,0.1,7.6,509.0,14.9,52.5,118.1,54.0
Nico Mannion,mannini01,PG,19,GSW,30,1,12.1,1.3,3.8,0.342,0.7,2.0,0.36700000000000005,0.6,1.8,0.315,0.439,0.8,0.9,0.821,0.2,1.3,1.5,2.3,0.5,0.0,1.0,1.0,4.1,12.2,3.1,9.2,0.8,2.4,11.6,2.3,0.0,3.8,114.0,18.5,80.7,52.6,59.0
Boban Marjanovic,marjabo01,C,32,DAL,33,3,8.2,1.9,3.7,0.508,0.0,0.2,0.125,1.8,3.5,0.535,0.512,0.9,1.2,0.816,1.4,2.5,3.9,0.3,0.1,0.2,0.4,0.9,4.7,20.6,4.2,18.4,1.9,8.3,26.7,0.7,0.2,5.8,191.0,15.7,21.0,273.3,34.9
Lauri Markkanen,markkla01,PF,23,CHI,51,26,25.8,4.9,10.2,0.48,2.3,5.8,0.402,2.6,4.4,0.5820000000000001,0.594,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6,19.0,8.9,12.4,3.9,5.4,17.8,0.9,0.2,12.5,638.0,15.0,48.7,286.7,37.9
Naji Marshall,marshna01,SF,23,NOP,32,10,21.9,2.6,6.5,0.392,0.9,2.6,0.349,1.7,3.9,0.42100000000000004,0.462,1.7,2.3,0.7070000000000001,0.5,4.2,4.6,2.8,0.8,0.3,1.2,1.8,7.7,12.7,5.9,9.7,3.5,5.8,15.5,2.3,0.2,8.7,278.0,16.9,47.6,78.2,56.9
Caleb Martin,martica02,SF,25,CHO,53,3,15.4,1.8,4.8,0.375,0.6,2.4,0.248,1.2,2.5,0.496,0.436,0.8,1.2,0.6409999999999999,0.6,2.1,2.7,1.3,0.7,0.2,0.6,1.2,5.0,11.7,3.3,7.7,1.8,4.2,11.9,2.2,0.2,4.7,249.0,19.2,57.0,118.5,61.6
Cody Martin,martico01,SF,25,CHO,52,10,16.3,1.6,3.6,0.441,0.3,1.1,0.276,1.3,2.5,0.515,0.484,0.5,0.8,0.581,1.0,2.1,3.1,1.7,0.7,0.2,0.8,1.0,4.0,8.8,3.9,8.6,2.0,4.4,13.0,2.1,0.2,5.6,291.0,18.0,52.6,95.9,81.5
Jeremiah Martin,martije02,PG,24,CLE,9,0,8.3,1.0,3.7,0.273,0.3,1.3,0.25,0.7,2.3,0.28600000000000003,0.318,0.1,0.6,0.2,0.2,0.6,0.8,0.4,0.6,0.2,0.7,0.1,2.4,10.4,-0.4,-1.7,1.3,5.6,3.9,0.6,2.0,0.4,4.0,30.8,103.8,207.5,69.2
Kelan Martin,martike03,SF,25,IND,35,0,9.2,1.8,3.9,0.449,0.7,1.7,0.4,1.1,2.2,0.48700000000000004,0.536,0.3,0.3,0.9,0.5,1.7,2.2,0.5,0.3,0.3,0.5,1.0,4.5,17.6,2.9,11.3,1.3,5.1,16.4,1.0,0.3,4.2,147.0,17.3,41.8,184.0,40.9
Kenyon Martin Jr.,martike04,SF,20,HOU,45,8,23.7,3.6,7.1,0.509,0.8,2.1,0.365,2.8,4.9,0.5720000000000001,0.564,1.3,1.9,0.7140000000000001,1.6,3.8,5.4,1.1,0.7,0.9,0.8,2.0,9.3,14.1,7.7,11.7,3.4,5.2,16.9,1.4,0.4,10.5,472.0,15.3,43.9,215.5,51.0
Frank Mason III,masonfr01,PG,26,ORL,4,1,19.8,2.3,6.0,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.41700000000000004,1.3,1.8,0.7140000000000001,0.8,2.3,3.0,3.0,0.0,0.0,1.3,1.8,6.3,11.5,5.1,9.3,0.5,0.9,10.2,2.3,0.0,5.0,20.0,19.0,66.0,66.0,62.9
Garrison Mathews,mathega01,SG,24,WAS,64,24,16.2,1.5,3.7,0.409,1.2,3.1,0.384,0.3,0.6,0.5379999999999999,0.57,1.3,1.5,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,1.7,5.5,12.2,3.8,8.4,0.0,0.0,8.4,2.0,0.1,3.6,230.0,13.5,115.7,405.0,58.9
Dakota Mathias,mathida01,SG,25,PHI,8,2,15.4,2.4,6.0,0.396,1.0,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.33299999999999996,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0,14.0,4.0,9.4,0.4,0.9,10.3,16.0,0.4,3.9,31.0,20.0,171.1,96.2,51.3
Wesley Matthews,matthwe02,SG,34,LAL,58,10,19.5,1.5,4.3,0.353,1.1,3.4,0.335,0.4,0.9,0.418,0.484,0.6,0.7,0.8540000000000001,0.3,1.3,1.6,0.9,0.7,0.3,0.4,1.4,4.8,8.9,2.8,5.2,0.9,1.7,6.9,2.2,0.2,3.6,209.0,17.9,121.9,216.7,81.2
Tyrese Maxey,maxeyty01,SG,20,PHI,61,8,15.3,3.2,7.0,0.462,0.5,1.7,0.301,2.7,5.3,0.512,0.498,1.0,1.1,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,1.3,8.0,18.8,5.7,13.4,0.8,1.9,15.3,2.9,0.2,6.4,390.0,17.5,90.0,76.5,38.2
Skylar Mays,mayssk01,SG,23,ATL,33,0,8.2,1.3,3.0,0.449,0.4,1.2,0.35,0.9,1.8,0.517,0.52,0.7,0.8,0.88,0.3,0.8,1.1,0.9,0.4,0.1,0.3,0.5,3.8,16.7,3.0,13.2,0.8,3.5,16.7,3.0,0.2,3.7,122.0,15.8,74.5,91.1,43.2
Patrick McCaw,mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,1.0,0.6,0.6,1.0,0.2,0.4,0.6,0.8,0.4,0.0,0.0,1.2,1.0,5.5,2.0,10.9,-0.4,-2.2,8.7,inf,0.0,1.6,8.0,4.0,110.0,82.5,132.0
CJ McCollum,mccolcj01,SG,29,POR,47,47,34.0,8.6,18.8,0.45799999999999996,3.6,8.9,0.402,5.0,9.9,0.509,0.5539999999999999,2.3,2.8,0.812,0.6,3.3,3.9,4.7,0.9,0.4,1.4,1.9,23.1,24.5,16.8,17.8,2.7,2.9,20.7,3.4,0.2,19.0,893.0,16.3,87.2,72.3,29.4
T.J. McConnell,mccontj01,PG,28,IND,69,3,26.0,4.0,7.1,0.5589999999999999,0.2,0.7,0.313,3.8,6.4,0.586,0.574,0.5,0.7,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2.0,1.6,8.6,11.9,10.9,15.1,3.5,4.8,19.9,3.3,0.2,14.2,980.0,16.5,70.3,39.4,60.5
Jaden McDaniels,mcdanja02,PF,20,MIN,63,27,24.0,2.6,5.8,0.447,1.1,3.1,0.364,1.5,2.7,0.544,0.545,0.4,0.7,0.6,0.8,2.9,3.7,1.1,0.6,1.0,0.7,2.7,6.8,10.2,4.8,7.2,1.8,2.7,9.9,1.6,0.4,6.3,397.0,17.1,64.9,218.2,70.6
Jalen McDaniels,mcdanja01,SF,23,CHO,47,18,19.2,2.8,6.0,0.46799999999999997,0.7,2.2,0.33299999999999996,2.1,3.8,0.547,0.53,1.0,1.4,0.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,2.0,7.4,13.9,5.3,9.9,1.6,3.0,12.9,1.1,0.2,6.5,306.0,16.2,53.3,174.5,51.9
Doug McDermott,mcderdo01,PF,29,IND,66,29,24.5,5.4,10.1,0.532,1.7,4.3,0.38799999999999996,3.7,5.7,0.6409999999999999,0.616,1.2,1.5,0.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8,13.6,20.0,10.3,15.1,1.0,1.5,16.6,1.6,0.1,11.0,726.0,14.9,74.2,188.5,36.0
Sean McDermott,mcderse01,SF,24,MEM,18,0,8.8,0.7,1.8,0.39399999999999996,0.3,1.2,0.22699999999999998,0.4,0.6,0.727,0.47,0.4,0.4,1.0,0.3,0.7,1.1,0.2,0.1,0.2,0.2,0.4,2.2,9.0,1.4,5.7,0.6,2.5,8.2,1.0,0.5,2.1,38.0,16.4,80.0,440.0,80.0
JaVale McGee,mcgeeja01,C,33,TOT,46,2,14.7,3.1,6.1,0.511,0.1,0.5,0.20800000000000002,3.0,5.6,0.539,0.52,1.0,1.5,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6,7.3,17.9,5.5,13.5,2.5,6.1,19.6,0.6,0.5,7.5,345.0,16.7,28.3,183.7,40.3
JaVale McGee,mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.5489999999999999,0.5329999999999999,1.1,1.7,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0,18.9,6.1,14.4,2.8,6.6,21.0,0.7,0.5,8.4,277.0,16.2,29.2,152.0,38.0
JaVale McGee,mcgeeja01,C,33,DEN,13,1,13.5,2.5,5.2,0.478,0.0,0.3,0.0,2.5,4.8,0.508,0.478,0.6,0.9,0.667,1.8,3.5,5.3,0.5,0.2,1.1,1.2,3.2,5.5,14.7,3.9,10.4,1.6,4.3,14.7,0.4,0.3,5.2,68.0,18.9,25.5,270.0,49.1
Rodney McGruder,mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.45799999999999996,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7,17.0,4.7,14.0,0.7,2.1,16.1,2.5,0.1,5.3,85.0,15.4,86.4,121.0,42.5
Alfonzo McKinnie,mckinal01,SF,28,LAL,39,0,6.6,1.2,2.4,0.516,0.4,1.0,0.41,0.8,1.4,0.593,0.602,0.3,0.5,0.556,0.6,0.8,1.4,0.2,0.2,0.0,0.1,0.7,3.1,16.9,2.6,14.2,0.3,1.6,15.8,2.0,0.0,2.7,105.0,15.5,47.1,330.0,42.6
Jordan McLaughlin,mclaujo01,PG,24,MIN,51,2,18.4,2.0,4.7,0.413,0.6,1.8,0.359,1.3,2.9,0.447,0.48100000000000004,0.5,0.6,0.767,0.4,1.7,2.1,3.8,1.0,0.1,1.0,0.9,5.0,9.8,5.5,10.8,1.9,3.7,14.5,3.8,0.1,7.3,372.0,18.8,87.6,48.4,73.6
Ben McLemore,mclembe01,SG,27,TOT,53,5,17.1,2.5,6.9,0.37,1.8,5.3,0.34600000000000003,0.7,1.6,0.447,0.503,0.7,1.0,0.736,0.3,1.6,1.9,0.7,0.4,0.2,0.8,1.7,7.7,16.2,3.5,7.4,0.5,1.1,8.5,0.9,0.1,3.7,196.0,17.9,90.0,244.3,44.4
Ben McLemore,mclembe01,SG,27,HOU,32,4,16.8,2.5,7.0,0.35700000000000004,1.7,5.2,0.331,0.8,1.8,0.431,0.48,0.7,1.0,0.7190000000000001,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4,15.9,3.2,6.9,0.8,1.7,8.6,1.0,0.1,3.8,122.0,18.9,80.0,186.7,45.4
Ben McLemore,mclembe01,SG,27,LAL,21,1,17.5,2.6,6.7,0.39,2.0,5.4,0.368,0.6,1.3,0.48100000000000004,0.539,0.8,1.0,0.762,0.2,1.4,1.6,0.5,0.1,0.3,0.7,1.8,8.0,16.5,3.9,8.0,0.0,0.0,8.0,0.7,0.2,3.7,78.0,16.8,109.4,350.0,43.8
Nicolò Melli,mellini01,PF,30,TOT,45,4,12.6,1.0,3.1,0.326,0.5,1.9,0.271,0.5,1.2,0.41100000000000003,0.408,0.4,0.6,0.76,0.6,2.1,2.7,1.0,0.3,0.1,0.3,1.3,3.0,8.6,2.2,6.3,1.2,3.4,9.7,3.3,0.1,3.2,144.0,20.7,46.7,126.0,84.0
Nicolò Melli,mellini01,PF,30,NOP,22,0,11.0,0.7,2.7,0.254,0.3,1.7,0.18899999999999997,0.4,1.0,0.364,0.314,0.3,0.3,0.857,0.5,2.0,2.6,1.1,0.4,0.0,0.3,1.3,2.0,6.5,1.3,4.3,1.1,3.6,7.9,3.7,0.0,2.5,55.0,27.0,42.3,100.0,110.0
Nicolò Melli,mellini01,PF,30,DAL,23,4,14.1,1.3,3.6,0.37799999999999995,0.7,2.1,0.33299999999999996,0.7,1.5,0.441,0.47600000000000003,0.6,0.8,0.722,0.7,2.1,2.8,0.8,0.2,0.1,0.2,1.3,4.0,10.2,3.0,7.7,1.1,2.8,10.5,4.0,0.1,3.9,90.0,18.0,50.4,176.2,70.5
De'Anthony Melton,meltode01,PG,22,MEM,52,1,20.1,3.3,7.6,0.43799999999999994,1.7,4.1,0.41200000000000003,1.6,3.5,0.467,0.5479999999999999,0.8,1.0,0.804,0.6,2.5,3.1,2.5,1.2,0.6,1.3,1.6,9.1,16.3,6.6,11.8,2.7,4.8,16.6,1.9,0.4,9.1,473.0,16.7,64.8,80.4,44.2
Sam Merrill,merrisa01,SG,24,MIL,30,2,7.8,1.1,2.4,0.444,0.7,1.6,0.447,0.4,0.8,0.44,0.59,0.1,0.1,1.0,0.2,0.8,1.0,0.7,0.3,0.0,0.3,0.6,3.0,13.8,2.3,10.6,0.5,2.3,12.9,2.3,0.0,2.8,84.0,16.0,78.0,111.4,52.0
Chimezie Metu,metuch01,C,23,SAC,36,6,13.6,2.5,5.0,0.508,0.4,1.0,0.35100000000000003,2.2,3.9,0.5489999999999999,0.545,0.9,1.2,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,1.6,6.3,16.7,4.7,12.4,1.6,4.2,16.6,1.0,0.3,5.9,212.0,15.9,43.9,170.0,43.2
Khris Middleton,middlkh01,SF,29,MIL,68,68,33.4,7.5,15.8,0.47600000000000003,2.2,5.4,0.414,5.3,10.4,0.508,0.546,3.1,3.5,0.898,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4,20.4,22.0,15.7,16.9,4.0,4.3,21.2,2.1,0.0,19.3,1312.0,15.5,55.7,61.9,32.7
Darius Miller,milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,0.45799999999999996,0.9,2.3,0.405,0.3,0.3,0.833,0.635,0.7,0.7,1.0,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1,13.5,3.5,11.6,1.5,5.0,16.6,3.0,0.4,5.0,90.0,13.2,83.8,90.8,53.2
Patty Mills,millspa02,PG,32,SAS,68,1,24.8,3.7,9.0,0.41200000000000003,2.4,6.3,0.375,1.3,2.7,0.5,0.544,1.0,1.1,0.91,0.3,1.4,1.7,2.4,0.6,0.0,1.0,1.2,10.8,15.7,7.2,10.5,0.8,1.2,11.7,2.4,0.0,7.9,537.0,16.7,145.9,103.3,45.9
Paul Millsap,millspa01,PF,35,DEN,56,36,20.8,3.4,7.2,0.47600000000000003,0.9,2.6,0.34299999999999997,2.5,4.6,0.55,0.537,1.3,1.8,0.7240000000000001,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2.0,9.0,15.6,7.5,13.0,2.8,4.8,17.8,2.0,0.3,9.8,549.0,16.0,44.3,115.6,46.2
Shake Milton,miltosh01,SG,24,PHI,63,4,23.2,4.8,10.6,0.45,1.1,3.2,0.35,3.6,7.4,0.494,0.503,2.3,2.8,0.83,0.5,1.8,2.3,3.1,0.6,0.3,1.6,2.1,13.0,20.2,9.2,14.3,0.6,0.9,15.2,1.9,0.1,9.3,586.0,16.3,100.9,74.8,35.7
Donovan Mitchell,mitchdo01,PG,24,UTA,53,53,33.4,9.0,20.6,0.43799999999999994,3.4,8.7,0.386,5.7,11.9,0.47600000000000003,0.52,5.0,6.0,0.845,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2,26.4,28.5,18.1,19.5,2.6,2.8,22.3,1.9,0.1,19.7,1044.0,15.6,75.9,64.2,25.3
Adam Mokoka,mokokad01,SG,22,CHI,14,0,4.0,0.5,1.4,0.368,0.1,0.7,0.1,0.4,0.6,0.667,0.395,0.0,0.1,0.0,0.1,0.3,0.4,0.4,0.1,0.1,0.4,0.4,1.1,9.9,0.3,2.7,0.1,0.9,3.6,1.0,0.2,0.3,4.0,25.5,100.0,100.0,72.7
Malik Monk,monkma01,SG,22,CHO,42,0,20.9,4.1,9.5,0.434,2.0,5.0,0.401,2.1,4.5,0.47100000000000003,0.54,1.4,1.7,0.8190000000000001,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,20.2,7.4,12.7,1.6,2.8,15.5,1.6,0.1,8.7,365.0,16.2,87.1,99.5,35.7
